Stand name,Date Sampled,Plot ID,Nickname,CWD subplot ID,Species code (if possible),Length (m),Endpoint 1 diameter (cm),Midpoint diameter (cm),Endpoint 2 diameter (cm),Decay class of whole piece,Avg. Diameter (cm),Avg. Radius (cm),Avg. Area (cm^2),Species Code + Decay Class,Density,Est. Tapered Volume (cm^3),Estimated Biomass (taper) (g)
BP36,5/23/2014,BP36#2,Tina,240,POGR,0.56,7.3,7.2,7.6,4,7.4,3.683333333,42.621813,POGR4,0.267329766,23.60456584,6.310203052
BP36,5/23/2014,BP36#2,Tina,240,POGR,0.50,5.4,6.4,5.2,5,5.7,2.833333333,25.22000769,POGR5,0.067965232,13.48005048,0.916174757
BP36,5/23/2014,BP36#2,Tina,0,POGR,2.35,5.4,6.7,7.3,1,6.5,3.233333333,32.84360586,POGR1,0.598686865,79.1553067,47.3892424
BP36,5/23/2014,BP36#2,Tina,0,POGR,0.90,5.6,6.1,5.0,1,5.6,2.783333333,24.33774375,POGR1,0.598686865,23.02473256,13.78460495
BP36,5/23/2014,BP36#2,Tina,120,POGR,0.85,6.0,5.9,5.0,5,5.6,2.816666667,24.92417438,POGR5,0.067965232,21.75448193,1.478548409
BP36,5/23/2014,BP36#2,Tina,120,POGR,0.89,5.2,5.1,6.6,4,5.6,2.816666667,24.92417438,POGR4,0.267329766,21.296333,5.693143708
BP36,5/23/2014,BP36#2,Tina,120,POGR,1.26,7.6,7.0,7.1,3,7.2,3.616666667,41.09290457,POGR3,0.284290647,50.97603218,14.49200918
BP36,5/23/2014,BP36#2,Tina,240,POGR,2.95,20.4,17.3,17.8,4,18.5,9.25,268.8025214,POGR4,0.267329766,769.388869,205.680546
BP36,5/23/2014,BP36#2,Tina,240,Stump - PIST,0.25,24.0,15.5,7.0,1,15.5,7.75,188.6919088,Stump - PIST1,0.598686865,51.90172863,31.07288319
BP36,5/23/2014,BP36#2,Tina,120,Stump - PIST,0.48,61.0,58.0,50.0,4,56.3,28.16666667,2492.417438,Stump - PIST4,,1218.121136,0
BP80,5/28/2014,BP80#1,,0,?,0.53,7.4,7.1,5.0,5,6.5,3.25,33.1830724,?5,0.160673856,18.63600616,2.994318973
BP80,5/28/2014,BP80#1,,120,?,1.34,5.3,5.2,5.0,2,5.2,2.583333333,20.96576764,?2,0.431413192,28.19294045,12.16280643
BP80,5/28/2014,BP80#1,,240,PIST,0.55,6.6,5.8,5.0,3,5.8,2.9,26.42079422,PIST3,0.284290647,14.6235902,4.157349923
BP80,5/28/2014,BP80#1,,240,PIST,0.72,6.2,7.6,5.0,3,6.3,3.133333333,30.84345854,PIST3,0.284290647,24.88895364,7.075696737
BP80,5/28/2014,BP80#1,,0,POGR,1.20,5.7,5.4,5.0,4,5.4,2.683333333,22.62033977,POGR4,0.267329766,27.26745344,7.289401934
BP80,5/28/2014,BP80#1,,0,POGR,0.60,5.0,7.0,5.0,2,5.7,2.833333333,25.22000769,POGR2,0.377954178,17.12167996,6.471210474
BP80,5/28/2014,BP80#1,,120,Stump - PIST,0.35,26.5,14.5,11.5,3,17.5,8.75,240.5281875,Stump - PIST3,0.284290647,65.24327087,18.5480517
BP80,5/28/2014,BP80#1,,240,Stump - PIST,0.22,18.0,13.3,9.5,2,13.6,6.8,145.2672443,Stump - PIST2,0.377954178,26.98467083,10.19896908
BP80,5/28/2014,BP80#1,,0,Stump - POGR,0.67,7.1,5.7,5.9,3,6.2,3.116666667,30.51620931,Stump - POGR3,0.284290647,13.03285458,3.705118663
BP80,5/28/2014,BP80#2,,240,?,0.45,6.4,7.3,5.0,5,6.2,3.116666667,30.51620931,?5,0.160673856,15.06550757,2.420633196
BP80,5/28/2014,BP80#2,,240,?,0.27,5.0,6.3,5.0,5,5.4,2.716666667,23.18582645,?5,0.160673856,6.79927044,1.092465
BP80,5/27/2014,BP80#2,,120,?,0.25,11.8,12.1,11.9,5,11.9,5.966666667,111.8441891,?5,0.160673856,28.15783315,4.524227633
BP80,5/28/2014,BP80#2,,240,POGR,1.17,5.9,6.1,5.2,3,5.7,2.866666667,25.8169103,POGR3,0.284290647,31.24007589,8.881261391
BP80,5/27/2014,BP80#2,,0,POGR,0.34,10.7,11.7,11.6,2,11.3,5.666666667,100.8800308,POGR2,0.377954178,34.88105087,13.18343891
BP80,5/27/2014,BP80#2,,0,POGR,1.74,13.5,13.0,11.0,4,12.5,6.25,122.718463,POGR4,0.267329766,218.5979073,58.43772731
BP80,5/27/2014,BP80#2,,120,POGR,1.11,7.6,5.0,5.0,3,5.9,2.933333333,27.03165945,POGR3,0.284290647,28.44366573,8.086268137
BP80,5/27/2014,BP80#2,,120,POGR,1.32,5.7,6.4,6.0,3,6.0,3.016666667,28.58936581,POGR3,0.284290647,38.92731749,11.06667228
BP80,5/27/2014,BP80#2,,120,POGR,0.22,7.2,6.3,6.0,2,6.5,3.25,33.1830724,POGR2,0.377954178,7.210426379,2.725210774
BP80,5/27/2014,BP80#2,,120,Stump - PIST,0.22,5.2,8.3,10.2,3,7.9,3.95,49.01669938,Stump - PIST3,0.284290647,5.860019322,1.665948685
BP80,5/27/2014,BP80#2,,0,Stump - PIST,?,15.0,32.0,45.0,4,30.7,15.33333333,738.6233394,Stump - PIST4,,#VALUE!,#VALUE!
BP80,5/27/2014,BP80#2,,120,Stump - PIST,0.40,39.0,17.0,6.0,4,20.7,10.33333333,335.4522822,Stump - PIST4,,151.8436449,0
BP80,5/27/2014,BP80#2,,0,Stump - POGR,0.78,13.5,12.1,11.2,3,12.3,6.133333333,118.1797343,Stump - POGR3,0.284290647,60.63338617,17.23750459
BP80,5/27/2014,BP80#3,,120,?,0.49,5.7,6.7,5.7,4,6.0,3.016666667,28.58936581,?4,0.251744559,14.82551607,3.732243001
BP80,5/27/2014,BP80#3,,120,?,2.28,18.9,22.5,18.9,5,20.1,10.05,317.308712,?5,0.160673856,769.234355,123.5958501
BP80,5/27/2014,BP80#3,,240,?,1.19,6.2,8.0,7.2,3,7.1,3.566666667,39.96454921,?3,0.335621703,50.70022652,17.01609638
BP80,5/27/2014,BP80#3,,120,PIST,2.62,11.5,16.8,22.7,3,17.0,8.5,226.9800692,PIST3,0.284290647,612.7204708,174.1906992
BP80,5/27/2014,BP80#3,,0,POGR,0.84,7.7,5.5,5.0,4,6.1,3.033333333,28.90614307,POGR4,0.267329766,23.60090065,6.309223238
BP80,5/27/2014,BP80#3,,0,POGR,1.53,6.2,5.1,5.0,2,5.4,2.716666667,23.18582645,POGR2,0.377954178,34.56372383,13.06350383
BP80,5/27/2014,BP80#3,,0,POGR,0.83,5.2,5.5,5.0,3,5.2,2.616666667,21.51031037,POGR3,0.284290647,18.32218723,5.208826466
BP80,5/27/2014,BP80#3,,0,POGR,0.43,6.0,5.8,5.0,4,5.6,2.8,24.6300864,POGR4,0.267329766,10.81158168,2.890257595
BP80,5/27/2014,BP80#3,,0,POGR,0.97,5.4,5.5,5.4,5,5.4,2.716666667,23.18582645,POGR5,0.067965232,22.62907514,1.53799034
BP80,5/27/2014,BP80#3,,120,POGR,3.59,5.0,5.7,6.5,1,5.7,2.866666667,25.8169103,POGR1,0.598686865,92.94273584,55.64359512
BP80,5/27/2014,BP80#3,,240,POGR,1.18,6.9,5.4,5.0,1,5.8,2.883333333,26.11797959,POGR1,0.598686865,30.14936728,18.05003017
BP80,5/27/2014,BP80#3,,240,POGR,1.47,5.6,5.8,5.4,1,5.6,2.8,24.6300864,POGR1,0.598686865,36.86816059,22.07248347
BP80,5/27/2014,BP80#3,,240,POGR,3.78,8.9,10.6,10.6,2,10.0,5.016666667,79.06428778,POGR2,0.377954178,308.2559771,116.5066344
BP80,5/27/2014,BP80#3,,240,POGR,2.99,5.5,6.5,7.9,1,6.6,3.316666667,34.55839185,POGR1,0.598686865,103.4287438,61.92143035
BP80,5/27/2014,BP80#3,,240,POGR,2.24,12.5,12.1,12.1,3,12.2,6.116666667,117.5383258,POGR3,0.284290647,261.8823258,74.45069589
BP80,5/27/2014,BP80#3,,240,POGR,3.26,5.0,5.7,7.3,1,6.0,3,28.27433388,POGR1,0.598686865,91.05628799,54.51420357
BP80,5/27/2014,BP80#3,,240,POGR,1.06,5.7,5.1,5.0,1,5.3,2.633333333,21.78519972,POGR1,0.598686865,22.76670308,13.63012609
BP80,5/27/2014,BP80#3,,240,Stump - PIST,0.31,47.0,45.0,40.0,2,44.0,22,1520.530844,Stump - PIST2,0.377954178,367.7057486,138.9759239
BP80,5/27/2014,BP80#3,,0,Stump - POGR,0.27,6.5,5.7,5.5,4,5.9,2.95,27.33971007,Stump - POGR4,,7.276399825,0
BP80,5/27/2014,BP80#3,,240,Stump - POGR,1.07,8.7,7.0,7.2,2,7.6,3.816666667,45.76340565,Stump - POGR2,0.377954178,36.58577068,13.82774488
BP80,5/27/2014,BP80#3,,240,Stump - POGR,0.20,5.6,5.0,5.0,4,5.2,2.6,21.23716634,Stump - POGR4,,4.172035044,0
BP98,5/29/2014,BP98#1,Naomi,1,?,0.80,7.7,8.7,6.5,3,7.6,3.816666667,45.76340565,?3,0.335621703,39.42279901,13.23114695
BP98,5/29/2014,BP98#1,Naomi,1,?,1.37,10.0,10.3,10.4,5,10.2,5.116666667,82.24776834,?5,0.160673856,113.0620188,18.16611054
BP98,5/29/2014,BP98#1,Naomi,1,?,0.62,5.0,5.0,5.0,4,5.0,2.5,19.63495408,?4,0.251744559,12.17367153,3.064655568
BP98,5/29/2014,BP98#1,Naomi,1,?,0.54,5.7,8.0,7.3,4,7.0,3.5,38.48451001,?4,0.251744559,22.46254455,5.654823366
BP98,5/29/2014,BP98#1,Naomi,1,?,0.72,6.2,5.6,6.8,4,6.2,3.1,30.1907054,?4,0.251744559,20.75336107,5.224545724
BP98,5/29/2014,BP98#1,Naomi,1,?,0.84,7.6,8.2,6.9,4,7.6,3.783333333,44.96753551,?4,0.251744559,39.44662276,9.930472639
BP98,5/29/2014,BP98#1,Naomi,1,?,0.31,8.8,8.4,7.3,3,8.2,4.083333333,52.38169418,?3,0.335621703,16.51926648,5.544224354
BP98,5/29/2014,BP98#1,Naomi,1,?,1.32,7.4,7.8,7.7,4,7.6,3.816666667,45.76340565,?4,0.251744559,61.08214304,15.37709715
BP98,5/29/2014,BP98#1,Naomi,1,?,1.31,8.5,8.7,8.6,5,8.6,4.3,58.08804816,?5,0.160673856,76.54118745,12.29816774
BP98,5/29/2014,BP98#1,Naomi,2,?,1.73,7.5,6.4,5.0,2,6.3,3.15,31.17245311,?2,0.431413192,55.06741992,23.7568114
BP98,5/29/2014,BP98#1,Naomi,2,?,1.50,6.3,7.4,5.2,2,6.3,3.15,31.17245311,?2,0.431413192,51.3159525,22.13837887
BP98,5/29/2014,BP98#1,Naomi,2,?,1.68,5.0,7.7,8.6,3,7.1,3.55,39.59192142,?3,0.335621703,70.8686754,23.78506555
BP98,5/29/2014,BP98#1,Naomi,2,?,0.58,5.6,5.4,5.0,4,5.3,2.666666667,22.34021443,?4,0.251744559,13.05247972,3.285890747
BP98,5/29/2014,BP98#1,Naomi,2,?,0.62,5.2,6.1,5.2,3,5.5,2.75,23.75829444,?3,0.335621703,15.57743009,5.228123622
BP98,5/29/2014,BP98#1,Naomi,2,?,0.37,9.5,9.3,12.0,2,10.3,5.133333333,82.78445708,?2,0.431413192,29.40748017,12.68677489
BP98,5/29/2014,BP98#1,Naomi,2,?,1.58,6.4,6.6,5.1,2,6.0,3.016666667,28.58936581,?2,0.431413192,47.56688055,20.52097977
BP98,5/29/2014,BP98#1,Naomi,2,?,1.02,6.5,6.9,8.9,4,7.4,3.716666667,43.39673919,?4,0.251744559,43.11820209,10.85477276
BP98,5/29/2014,BP98#1,Naomi,2,?,1.34,6.4,7.6,6.6,4,6.9,3.433333333,37.03239607,?4,0.251744559,52.41820646,13.19599825
BP98,5/29/2014,BP98#1,Naomi,2,?,0.90,5.0,5.5,5.2,3,5.2,2.616666667,21.51031037,?3,0.335621703,19.86743194,6.667941349
BP98,5/29/2014,BP98#1,Naomi,2,?,1.02,6.9,6.6,5.5,3,6.3,3.166666667,31.503193,?3,0.335621703,32.9548357,11.06035809
BP98,5/29/2014,BP98#1,Naomi,2,?,0.66,5.7,5.8,5.2,3,5.6,2.783333333,24.33774375,?3,0.335621703,16.41741343,5.510040259
BP98,5/29/2014,BP98#1,Naomi,2,?,0.49,7.0,6.7,5.0,2,6.2,3.116666667,30.51620931,?2,0.431413192,15.66191276,6.756755775
BP98,5/29/2014,BP98#1,Naomi,2,?,0.80,7.0,7.2,9.8,3,8.0,4,50.26548246,?3,0.335621703,38.71279907,12.99285557
BP98,5/29/2014,BP98#1,Naomi,1,PIRE,1.10,7.3,8.4,9.4,5,8.4,4.183333333,54.9787441,PIRE5,0.067965232,60.91482705,4.140090346
BP98,5/29/2014,BP98#1,Naomi,1,PIST,1.61,5.0,5.8,6.6,2,5.8,2.9,26.42079422,PIST2,0.377954178,42.80723678,16.17917398
BP98,5/29/2014,BP98#1,Naomi,2,PIST,0.39,44.0,41.0,34.5,2,39.8,19.91666667,1246.186903,PIST2,0.377954178,495.5381355,187.2907086
BP98,5/29/2014,BP98#1,Naomi,1,Stump - PIRE,0.20,22.5,16.3,14.7,2,17.8,8.916666667,249.7784326,Stump - PIRE2,0.377954178,39.25380751,14.83614055
BP98,5/29/2014,BP98#2,Nell,1,?,1.15,6.0,5.4,5.1,4,5.5,2.75,23.75829444,?4,0.251744559,27.13688099,6.83156213
BP98,5/29/2014,BP98#2,Nell,1,?,0.30,5.3,6.2,6.0,5,5.8,2.916666667,26.72535417,?5,0.160673856,8.287128721,1.331524928
BP98,5/29/2014,BP98#2,Nell,1,?,2.36,5.2,5.5,5.8,3,5.5,2.75,23.75829444,?3,0.335621703,56.12518107,18.83682887
BP98,5/29/2014,BP98#2,Nell,1,?,0.71,6.2,5.8,5.0,4,5.7,2.833333333,25.22000769,?4,0.251744559,18.18626099,4.578292248
BP98,5/29/2014,BP98#2,Nell,1,?,0.56,6.7,6.1,6.0,3,6.3,3.133333333,30.84345854,?3,0.335621703,17.06366522,5.726936386
BP98,5/29/2014,BP98#2,Nell,1,?,0.24,5.0,5.1,5.8,4,5.3,2.65,22.06183441,?4,0.251744559,5.206875664,1.310802616
BP98,5/29/2014,BP98#2,Nell,1,?,1.68,5.0,5.5,5.3,4,5.3,2.633333333,21.78519972,?4,0.251744559,37.43773133,9.424745154
BP98,5/29/2014,BP98#2,Nell,1,?,1.45,11.0,10.6,5.0,3,8.9,4.433333333,61.74625828,?3,0.335621703,102.5551978,34.41975017
BP98,5/29/2014,BP98#2,Nell,1,?,0.35,8.5,6.4,5.4,3,6.8,3.383333333,35.96163657,?3,0.335621703,12.47493718,4.186859665
BP98,5/29/2014,BP98#2,Nell,1,?,1.08,6.0,5.3,6.0,3,5.8,2.883333333,26.11797959,?3,0.335621703,27.11225876,9.099462466
BP98,5/29/2014,BP98#2,Nell,1,?,1.40,5.0,6.0,7.3,3,6.1,3.05,29.22466566,?3,0.335621703,41.06663737,13.78285478
BP98,5/29/2014,BP98#2,Nell,1,?,1.49,5.7,5.4,5.0,2,5.4,2.683333333,22.62033977,?2,0.431413192,33.85708802,14.60639441
BP98,5/29/2014,BP98#2,Nell,1,?,1.35,6.3,6.3,5.3,2,6.0,2.983333333,27.96104728,?2,0.431413192,38.91962059,16.79043775
BP98,5/29/2014,BP98#2,Nell,1,?,1.23,5.0,5.2,5.3,2,5.2,2.583333333,20.96576764,?2,0.431413192,25.87859459,11.1643671
BP98,5/29/2014,BP98#2,Nell,2,?,2.72,9.9,10.0,10.1,5,10.0,4.991666667,78.27823512,?5,0.160673856,213.1058012,34.24053084
BP98,5/29/2014,BP98#2,Nell,3,?,0.26,6.4,8.4,9.0,4,7.9,3.966666667,49.43121507,?4,0.251744559,13.35627173,3.362368732
BP98,5/29/2014,BP98#2,Nell,4,?,0.58,8.0,6.7,7.3,5,7.3,3.666666667,42.2369679,?5,0.160673856,23.5038778,3.77645868
BP98,5/29/2014,BP98#2,Nell,4,?,3.85,6.7,6.3,7.3,2,6.8,3.383333333,35.96163657,?2,0.431413192,133.9334252,57.78064649
BP98,5/29/2014,BP98#2,Nell,4,?,1.50,5.5,5.1,5.3,5,5.3,2.65,22.06183441,?5,0.160673856,32.48406804,5.219340474
BP98,5/29/2014,BP98#2,Nell,3,ACRU,2.94,11.0,10.5,5.8,3,9.1,4.55,65.03882191,ACRU3,0.31,212.2574665,65.79981461
BP98,5/29/2014,BP98#2,Nell,3,ACRU,0.38,8.6,6.9,6.4,3,7.3,3.65,41.85386813,ACRU3,0.31,15.6010444,4.836323763
BP98,5/29/2014,BP98#2,Nell,2,BEPA,0.31,7.0,6.7,6.0,5,6.6,3.283333333,33.86724147,BEPA5,0.168403771,10.62680367,1.789593814
BP98,5/29/2014,BP98#2,Nell,1,PIST,2.18,6.6,10.9,10.4,4,9.3,4.65,67.92908715,PIST4,0.267329766,163.9800362,43.83674464
BP98,5/29/2014,BP98#2,Nell,3,PIST,0.75,7.3,6.6,5.6,3,6.5,3.25,33.1830724,PIST3,0.284290647,25.22208027,7.170401523
BP98,5/29/2014,BP98#2,Nell,2,QURU,3.78,7.4,6.7,5.7,2,6.6,3.3,34.211944,QURU2,0.5925,131.0232632,77.63128345
BP98,5/29/2014,BP98#2,Nell,2,Stump - BEPA,0.20,37.7,24.1,18.1,5,26.6,13.31666667,557.1099699,Stump - BEPA5,,111.4034935,0
BP98,5/29/2014,BP98#2,Nell,3,Stump - PIRE,0.30,36.5,30.5,26.6,2,31.2,15.6,764.5379882,Stump - PIRE2,0.377954178,180.6535549,68.27876583
BP98,5/29/2014,BP98#2,Nell,4,Stump - PIRE,0.25,31.0,25.1,23.0,3,26.4,13.18333333,546.0096759,Stump - PIRE3,0.284290647,91.73409642,26.07914564
BP98,5/29/2014,BP98#2,Nell,4,Stump - PIRE,0.26,29.0,22.8,17.6,3,23.1,11.56666667,420.3066998,Stump - PIRE3,0.284290647,79.29086642,22.54165173
BP98,5/29/2014,BP98#2,Nell,2,Stump - PIST,0.22,15.6,10.2,6.7,2,10.8,5.416666667,92.17520112,Stump - PIST2,0.377954178,17.71519226,6.695530928
BP98,5/29/2014,BP98#2,Nell,1,Stump - POGR,0.26,45.8,29.3,19.5,5,31.5,15.75833333,780.1362139,Stump - POGR5,,207.574242,0
BP98,5/29/2014,BP98#2,Nell,2,Stump - QURU,0.71,30.5,25.7,23.2,3,26.5,13.23333333,550.1591962,Stump - QURU3,0.284290647,262.3970856,74.59703728
BP98,5/29/2014,BP98#2,Nell,3,Stump - QURU,0.32,21.0,16.0,14.5,4,17.2,8.583333333,231.4524754,Stump - QURU4,,72.51843042,0
BS40,5/16/2014,BS40E,Edna,0,BEPA,0.26,5.8,5.7,5.5,5,5.7,2.833333333,25.22000769,BEPA5,0.168403771,6.578076138,1.107772829
BS40,5/16/2014,BS40E,Edna,0,PIRE,0.73,5,5.5,5.3,3,5.3,2.633333333,21.78519972,PIRE3,0.284290647,16.26758564,4.624722449
BS40,5/16/2014,BS40E,Edna,240,PIST,1.76,5,6.6,7.7,2,6.4,3.216666667,32.50588465,PIST2,0.377954178,58.80077082,22.22399699
BS40,5/16/2014,BS40E,Edna,240,PIST,0.94,5,5.1,8.5,1,6.2,3.1,30.1907054,PIST1,0.598686865,26.83873076,16.06799557
BS40,5/16/2014,BS40E,Edna,240,PIST,2.08,6.1,5.6,5,3,5.6,2.783333333,24.33774375,PIST3,0.284290647,50.93924936,14.48155217
BS40,5/16/2014,BS40E,Edna,120,POGR,0.2,5,5,5,1,5.0,2.5,19.63495408,POGR1,0.598686865,3.926990817,2.35103782
BS40,5/16/2014,BS40E,Edna,120,POGR,1.06,5,5.6,5.8,3,5.5,2.733333333,23.47118778,POGR3,0.284290647,25.23096836,7.172928323
BS40,5/16/2014,BS40E,Edna,120,POGR,0.28,5,5,5,1,5.0,2.5,19.63495408,POGR1,0.598686865,5.497787144,3.291452948
BS40,5/16/2014,BS40E,Edna,120,POGR,0.43,12,10.6,6.7,5,9.8,4.883333333,74.91738548,POGR5,0.067965232,34.43799468,2.340586294
BS40,5/16/2014,BS40E,Edna,120,POGR,1.3,9.2,7.3,5,5,7.2,3.583333333,40.33892234,POGR5,0.067965232,54.43385231,3.699609395
BS40,5/16/2014,BS40F,Esther,120,BEPA,0.7,8,7.6,6.4,5,7.3,3.666666667,42.2369679,BEPA5,0.168403771,30.23049891,5.090930023
BS40,5/16/2014,BS40F,Esther,120,BEPA,0.5,8.1,7.8,7.2,5,7.7,3.85,46.56625711,BEPA5,0.168403771,23.46180664,3.951056718
BS40,5/16/2014,BS40F,Esther,120,BEPA,0.67,6.5,8,7.6,5,7.4,3.683333333,42.621813,BEPA5,0.168403771,29.88998953,5.03358696
BS40,5/16/2014,BS40F,Esther,0,PIST,0.85,5.5,5.9,5,4,5.5,2.733333333,23.47118778,PIST4,0.267329766,20.78647869,5.556844475
BS40,5/16/2014,BS40F,Esther,0,PIST,1.08,5.5,5.4,5.2,5,5.4,2.683333333,22.62033977,PIST5,0.067965232,24.51243376,1.665993245
BS40,5/16/2014,BS40F,Esther,240,PIST,0.7,5.9,5.1,5,2,5.3,2.666666667,22.34021443,PIST2,0.377954178,15.34065873,5.798066057
BS40,5/16/2014,BS40F,Esther,240,PIST,0.98,5,5,5,3,5.0,2.5,19.63495408,PIST3,0.284290647,19.242255,5.470393128
BS40,5/16/2014,BS40F,Esther,240,PIST,0.39,8.1,9.1,7.8,5,8.3,4.166666667,54.54153912,PIST5,0.067965232,22.29698262,1.515419594
BS40,5/16/2014,BS40F,Esther,240,Stump - PIST,1.36,14.5,9.8,9.3,2,11.2,5.6,98.52034562,Stump - PIST2,0.377954178,104.1838518,39.37672205
BS40,5/16/2014,BS40F,Esther,0,Stump - POGR,0.72,39.4,29.1,21.8,5,30.1,15.05,711.57859,Stump - POGR5,,518.5644781,0
BS40,5/16/2014,BS40X,Eve,120,PIST,0.76,5.9,5.2,5,2,5.4,2.683333333,22.62033977,PIST2,0.377954178,16.9689462,6.41348411
BS40,5/16/2014,BS40X,Eve,120,PIST,0.47,7,6,5.9,4,6.3,3.15,31.17245311,PIST4,0.267329766,14.34774528,3.835579381
BS40,5/16/2014,BS40X,Eve,240,PIST,0.8,5.6,5.2,5,2,5.3,2.633333333,21.78519972,PIST2,0.377954178,17.33740266,6.552743768
BS40,5/16/2014,BS40X,Eve,0,POGR,1.02,6.3,5.6,5.2,2,5.7,2.85,25.51758633,POGR2,0.377954178,25.88240378,9.782362641
BS40,5/16/2014,BS40X,Eve,120,POGR,0.51,5.4,5,5.2,2,5.2,2.6,21.23716634,POGR2,0.377954178,10.62800795,4.016900006
BS40,5/16/2014,BS40X,Eve,120,QURU,1.9,6.3,6,5,3,5.8,2.883333333,26.11797959,QURU3,0.43043,50.85858897,21.89106245
BS40,5/16/2014,BS40X,Eve,120,QURU,0.74,5,6,7.8,5,6.3,3.133333333,30.84345854,QURU5,0.2341,22.72858509,5.32076177
BS42,5/22/2014,BS42A,Wendy,0,?,1.35,6.0,5.1,5.0,5,5.4,2.683333333,22.62033977,?5,0.160673856,29.88597091,4.801894191
